Freq.	V(vout)
6.03990344080399e+003	4.30037519952453e+000
6.18059086502713e+003	4.30037163812969e+000
6.32455532033671e+003	4.30036772757905e+000
6.47187313859252e+003	4.30036345919591e+000
6.62262242965177e+003	4.30035882350508e+000
6.77688312278400e+003	4.30035381021035e+000
6.93473700905058e+003	4.30034840816513e+000
7.09626778467146e+003	4.30034260534926e+000
7.26156109540197e+003	4.30033638883398e+000
7.43070458194339e+003	4.30032974475303e+000
7.60378792641117e+003	4.30032265826595e+000
7.78090289988555e+003	4.30031511352034e+000
7.96214341106988e+003	4.30030709361021e+000
8.14760555608219e+003	4.30029858053480e+000
8.33738766940664e+003	4.30028955515065e+000
8.53159037603179e+003	4.30027999712110e+000
8.73031664480325e+003	4.30026988486633e+000
8.93367184301919e+003	4.30025919550097e+000
9.14176379229743e+003	4.30024790477900e+000
9.35470282574389e+003	4.30023598702646e+000
9.57260184645269e+003	4.30022341507212e+000
9.79557638736884e+003	4.30021016017526e+000
1.00237446725454e+004	4.30019619194575e+000
1.02572276798272e+004	4.30018147826116e+000
1.04961492049954e+004	4.30016598517862e+000
1.07406359274050e+004	4.30014967683812e+000
1.09908174771524e+004	4.30013251536196e+000
1.12468265038069e+004	4.30011446074689e+000
1.15087987467430e+004	4.30009547074880e+000
1.17768731071117e+004	4.30007550075925e+000
1.20511917214871e+004	4.30005450367732e+000
1.23319000372295e+004	4.30003242976552e+000
1.26191468896038e+004	4.30000922650442e+000
1.29130845806930e+004	4.29998483843079e+000
1.32138689601518e+004	4.29995920696980e+000
1.35216595078395e+004	4.29993227025259e+000
1.38366194183786e+004	4.29990396292121e+000
1.41589156876826e+004	4.29987421592217e+000
1.44887192014997e+004	4.29984295628620e+000
1.48262048260182e+004	4.29981010688694e+000
1.51715515005835e+004	4.29977558619135e+000
1.55249423325737e+004	4.29973930798547e+000
1.58865646944855e+004	4.29970118108300e+000
1.62566103232818e+004	4.29966110901647e+000
1.66352754220533e+004	4.29961898969800e+000
1.70227607640474e+004	4.29957471506581e+000
1.74192717991215e+004	4.29952817069439e+000
1.78250187626748e+004	4.29947923538729e+000
1.82402167871180e+004	4.29942778072883e+000
1.86650860159397e+004	4.29937367061188e+000
1.90998517204286e+004	4.29931676072388e+000
1.95447444191160e+004	4.29925689799722e+000
2.00000000000000e+004	4.29919392001925e+000
2.00000000000000e+001	4.69271238843836e+000
2.04658598456151e+001	4.87403230767681e+000
2.09425709610180e+001	5.05189333797192e+000
2.14303861047521e+001	5.22623929215360e+000
2.19295639228637e+001	5.39701940423204e+000
2.24403690860393e+001	5.56418844994925e+000
2.29630724299377e+001	5.72770684412535e+000
2.34979510987906e+001	5.88754071443360e+000
2.40452886923483e+001	6.04366195135702e+000
2.46053754162476e+001	6.19604823427281e+000
2.51785082358833e+001	6.34468303372256e+000
2.57649910338627e+001	6.48955559010704e+000
2.63651347711281e+001	6.63066086918487e+000
2.69792576518331e+001	6.76799949489287e+000
2.76076852920577e+001	6.90157766016189e+000
2.82507508924551e+001	7.03140701652743e+000
